,YEAR WON,SPORT,LEVEL,GENDER,DIVISION,WINNER
1495,2004-05,BASKETBALL,,,- Sr. Boys Div. 1,Lord Beaverbrook
1496,2004-05,BASKETBALL,,,- Sr. Boys Div. 2,Father Lacombe
1497,2004-05,BASKETBALL,,,- Sr. Boys Div. 3,James Fowler
1498,2004-05,BOYS SOCCER,,,- Division 1,Dr. E.P. Scarlett
1499,2004-05,BOYS SOCCER,,,- Division 2,Crescent Heights
1500,2004-05,FIELD HOCKEY,,,- Jr. Girls,Bowness
1501,2004-05,FIELD HOCKEY,,,- Sr. Girls Div. 1,Western Canada
1502,2004-05,FIELD HOCKEY,,,- Sr. Girls Div. 2,John Diefenbaker
1503,2004-05,RUGBY,,,- Girls Div. 1,William Aberhart
1504,2004-05,RUGBY,,,- Girls Div. 2,James Fowler
1505,2004-05,RUGBY,,,- Jr. Boys ,Lord Beaverbrook
1506,2004-05,RUGBY,,,- Sr. Boys Div. 1,Bowness
1507,2004-05,RUGBY,,,- Sr. Boys Div. 2,Queen Elizabeth
1508,2004-05,TRACK & FIELD,,,,Dr. E.P. Scarlett
1509,2005-06,CROSS COUNTRY,,,,Western Canada
1510,2005-06,GIRLS SOCCER,,,- Div. 1,Western Canada
1511,2005-06,GIRLS SOCCER,,,- Div. 2,Centennial
1512,2005-06,FOOTBALL,,,- Jr. Boys Div. 1,Henry Wise Wood
1513,2005-06,FOOTBALL,,,- Jr. Boys Div. 2,Central Memorial
1514,2005-06,FOOTBALL,,,- Jr. Boys Div 3,Centennial
1515,2005-06,FOOTBALL,,,- Sr. Boys Div. 1,St. Francis
1516,2005-06,FOOTBALL,,,- Sr. Boys Div. 2,St. Mary’s
1517,2005-06,FOOTBALL,,,- Sr. Boys Div 3,James Fowler
1518,2005-06,VOLLEYBALL,,,- Jr. Girls Div. 1,Sir Winston Churchill
1519,2005-06,VOLLEYBALL,,,- Jr. Girls Div. 2,Bishop Grandin
1520,2005-06,VOLLEYBALL,,,- Jr. Boys Div. 1,Western Canada
1521,2005-06,VOLLEYBALL,,,- Jr. Boys Div. 2,Bowness
1522,2005-06,VOLLEYBALL,,,- Sr. Girls Div. 1,Lord Beaverbrook
1523,2005-06,VOLLEYBALL,,,- Sr. Girls Div. 2,Bishop Grandin
1524,2005-06,VOLLEYBALL,,,- Sr. Boys Div. 1,Western Canada
1525,2005-06,VOLLEYBALL,,,- Sr. Boys Div. 2,Father Lacombe
1526,2005-06,WRESTLING,,,- Male,John Diefenbaker
1527,2005-06,WRESTLING,,,- Female,William Aberhart
1528,2005-06,BADMINTON,,,Division I,Sir Winston Churchill
1529,2005-06,BADMINTON,,,Division II,John G. Diefenbaker
1530,2005-06,BADMINTON,,,Division III,Father Lacombe
1531,2005-06,BADMINTON,,,‘A’ Level,Western Canada
1532,2005-06,SWIMMING,,,,Bishop Carroll
1533,2005-06,DIVING,,,,William Aberhart
1534,2005-06,BASKETBALL,,,- Jr. Girls Div. 1,Sir Winston Churchill
1535,2005-06,BASKETBALL,,,- Jr. Girls Div. 2,Henry Wise Wood
1536,2005-06,BASKETBALL,,,- Jr. Girls Div. 3,Centennial
1537,2005-06,BASKETBALL,,,- Jr. Boys Div. 1,Lord Beaverbrook
1538,2005-06,BASKETBALL,,,- Jr. Boys Div. 2,Bishop O’Byrne
1539,2005-06,BASKETBALL,,,- Jr. Boys Div. 3,Centennial
1540,2005-06,BASKETBALL,,,- Sr. Girls Div. 1,Dr. E.P. Scarlett
1541,2005-06,BASKETBALL,,,- Sr. Girls Div. 2,Bishop O’Byrne
1542,2005-06,BASKETBALL,,,- Sr. Girls Div. 3,Crescent Heights
1543,2005-06,BASKETBALL,,,- Sr. Boys Div. 1,Bishop Grandin
1544,2005-06,BASKETBALL,,,- Sr. Boys Div. 2,William Aberhart
1545,2005-06,BASKETBALL,,,- Sr. Boys Div. 3,Centennial
1546,2005-06,BOYS SOCCER,,,- Division 1,Bishop Grandin
1547,2005-06,BOYS SOCCER,,,- Division 2,Crescent Heights
1548,2005-06,FIELD HOCKEY,,,- Juniors,Sir Winston Churchill
1549,2005-06,FIELD HOCKEY,,,- Sr. Girls Div. 1,Western Canada
1550,2005-06,FIELD HOCKEY,,,- Sr. Girls Div. 2,Central Memorial
1551,2005-06,RUGBY,,,- Girls Div. 1,John Diefenbaker
1552,2005-06,RUGBY,,,- Girls Div. 2,Bishop Grandin
1553,2005-06,RUGBY,,,- Jr. Boys ,Henry Wise Wood
1554,2005-06,RUGBY,,,- Sr. Boys Div. 1,Bowness
1555,2005-06,RUGBY,,,- Sr. Boys Div. 2,Sir Winston Churchill
1556,2005-06,TRACK & FIELD,,,,Dr. E.P. Scarlett
1557,2006-07,CROSS COUNTRY,,,,Western Canada
1558,2006-07,GIRLS SOCCER,,,- Div. 1,Western Canada
1559,2006-07,GIRLS SOCCER,,,- Div. 2,Bishop O’Byrne
1560,2006-07,GIRLS SOCCER,,,- Div. 3,Crescent Heights
1561,2006-07,FOOTBALL,,,- Jr. Boys Div. 1,Henry Wise Wood
1562,2006-07,FOOTBALL,,,- Jr. Boys Div. 2,Bishop Grandin
1563,2006-07,FOOTBALL,,,- Jr. Boys Div. 3,Dr. E.P. Scarlett
1564,2006-07,FOOTBALL,,,- Sr. Boys Div. 1,Henry Wise Wood
1565,2006-07,FOOTBALL,,,- Sr. Boys Div. 2,Centennial
1566,2006-07,FOOTBALL,,,- Sr. Boys Div. 3,Ernest Manning
1567,2006-07,VOLLEYBALL,,,- Jr. Girls Div. 1,Western Canada
1568,2006-07,VOLLEYBALL,,,- Jr. Girls Div. 2,Centennial
1569,2006-07,VOLLEYBALL,,,- Jr. Girls Div. 3,St. Gabriel
1570,2006-07,VOLLEYBALL,,,- Jr. Boys Div. 1,William Aberhart
1571,2006-07,VOLLEYBALL,,,- Jr. Boys Div. 2,Bowness
1572,2006-07,VOLLEYBALL,,,- Jr. Boys Div. 3,Queen Elizabeth
1573,2006-07,VOLLEYBALL,,,- Sr. Girls Div. 1,Western Canada
1574,2006-07,VOLLEYBALL,,,- Sr. Girls Div. 2,Central Memorial
1575,2006-07,VOLLEYBALL,,,- Sr. Girls Div. 3,Lester B. Pearson
1576,2006-07,VOLLEYBALL,,,- Sr. Boys Div. 1,Western Canada
1577,2006-07,VOLLEYBALL,,,- Sr. Boys Div. 2,Bishop Carroll
1578,2006-07,VOLLEYBALL,,,- Sr. Boys Div. 3,Bishop Grandin
1579,2006-07,WRESTLING,,,- Male,John G. Diefenbaker
1580,2006-07,WRESTLING,,,- Female,William Aberhart
1581,2006-07,BADMINTON,,,Division I,TIE -- Sir Winston Churchill/William Aberhart
1582,2006-07,BADMINTON,,,Division II,Forest Lawn
1583,2006-07,BADMINTON,,,Division III,Bowness
1584,2006-07,BADMINTON,,,‘A’ Level,Western Canada
1585,2006-07,SWIMMING,,,Team Aggregate,Dr. E.P. Scarlett
1586,2006-07,DIVING,,,Team Aggregate,William Aberhart
1587,2006-07,BASKETBALL,,,- Jr. Girls Div. 1,Western Canada
1588,2006-07,BASKETBALL,,,- Jr. Girls Div. 2,Lord Beaverbrook
1589,2006-07,BASKETBALL,,,- Jr. Girls Div. 3,Queen Elizabeth
1590,2006-07,BASKETBALL,,,- Jr. Boys Div. 1,Centennial
1591,2006-07,BASKETBALL,,,- Jr. Boys Div. 2,St. Mary’s
1592,2006-07,BASKETBALL,,,- Jr. Boys Div. 3,Father Lacombe
1593,2006-07,BASKETBALL,,,- Sr. Girls Div. 1,Dr. E.P. Scarlett
1594,2006-07,BASKETBALL,,,- Sr. Girls Div. 2,Henry Wise Wood
1595,2006-07,BASKETBALL,,,- Sr. Girls Div. 3,Crescent Heights
1596,2006-07,BASKETBALL,,,- Sr. Boys Div. 1,Western Canada
1597,2006-07,BASKETBALL,,,- Sr. Boys Div. 2,Notre Dame
1598,2006-07,BASKETBALL,,,- Sr. Boys Div. 3,James Fowler
1599,2006-07,BOYS SOCCER,,,- Division 1,Bishop Grandin
1600,2006-07,BOYS SOCCER,,,- Division 2,Crescent Heights
1601,2006-07,BOYS SOCCER,,,- Division 3,John G. Diefenbaker
1602,2006-07,FIELD HOCKEY,,,- Juniors,St. Francis
1603,2006-07,FIELD HOCKEY,,,- Sr. Girls Div. 1,Central Memorial
1604,2006-07,FIELD HOCKEY,,,- Sr. Girls Div. 2,Notre Dame
1605,2006-07,FIELD HOCKEY,,,- Sr. Girls Div. 3,Ernest Manning
1606,2006-07,RUGBY,,,- Girls Div. 1,John G. Diefenbaker
1607,2006-07,RUGBY,,,- Girls Div. 2,Bishop O’Byrne
1608,2006-07,RUGBY,,,- Jr. Boys,Bowness
1609,2006-07,RUGBY,,,- Sr. Boys Div. 1,St. Francis
1610,2006-07,RUGBY,,,- Sr. Boys Div. 2,St. Mary’s
1611,2006-07,TRACK & FIELD,,,Team Aggregate,Dr. E.P. Scarlett
1612,2007-08,CROSS COUNTRY,,,,Western Canada
1613,2007-08,GIRLS SOCCER,,,- Div. 1,Western Canada
1614,2007-08,GIRLS SOCCER,,,- Div. 2,Notre Dame
1615,2007-08,GIRLS SOCCER,,,- Div. 3,Queen Elizabeth
1616,2007-08,FOOTBALL,,,- Jr. Boys Div. 1,Henry Wise Wood
1617,2007-08,FOOTBALL,,,- Jr. Boys Div. 2,Central Memorial
1618,2007-08,FOOTBALL,,,- Jr. Boys Div. 3,Crescent Heights
1619,2007-08,FOOTBALL,,,- Sr. Boys Div. 1,St. Francis
1620,2007-08,FOOTBALL,,,- Sr. Boys Div. 2,Notre Dame
1621,2007-08,FOOTBALL,,,- Sr. Boys Div. 3,Crescent Heights
1622,2007-08,VOLLEYBALL,,,- Jr. Girls Div. 1,William Aberhart
1623,2007-08,VOLLEYBALL,,,- Jr. Girls Div. 2,John G. Diefenbaker
1624,2007-08,VOLLEYBALL,,,-Jr Girls Div. 3,Queen Elizabeth
1625,2007-08,VOLLEYBALL,,,- Jr. Boys Div. 1,Bishop Grandin
1626,2007-08,VOLLEYBALL,,,- Jr. Boys Div. 2,Centennial
1627,2007-08,VOLLEYBALL,,,- Jr Boys Div. 3,Queen Elizabeth
1628,2007-08,VOLLEYBALL,,,- Sr. Girls Div. 1,Sir Winston Churchill
1629,2007-08,VOLLEYBALL,,,- Sr. Girls Div. 2,Notre Dame
1630,2007-08,VOLLEYBALL,,,- Sr. Girls Div. 3,James Fowler
1631,2007-08,VOLLEYBALL,,,- Sr. Boys Div. 1,St. Francis
1632,2007-08,VOLLEYBALL,,,- Sr. Boys Div. 2,Ernest Manning
1633,2007-08,VOLLEYBALL,,,- Sr. Boys Div. 3,Crescent Height
1634,2007-08,WRESTLING,,,- Male,John G. Diefenbaker
1635,2007-08,WRESTLING,,,- Female,TIE -- Sir Winston Churchill/William Aberhart
1636,2007-08,SWIMMING,,,Team Aggregate,Bishop Carroll
1637,2007-08,DIVING,,,Team Aggregate,Bishop Carroll
1638,2007-08,BASKETBALL,,,- Jr. Girls Div. 1,St. Francis
1639,2007-08,BASKETBALL,,,- Jr. Girls Div. 2,Bishop Grandin
1640,2007-08,BASKETBALL,,,- Jr. Girls Div. 3,Notre Dame
1641,2007-08,BASKETBALL,,,- Jr. Boys Div. 1,Bishop McNally
1642,2007-08,BASKETBALL,,,- Jr. Boys Div. 2,Henry Wise Wood
1643,2007-08,BASKETBALL,,,- Jr. Boys Div. 3,Ernest Manning
1644,2007-08,BASKETBALL,,,- Sr. Girls Div. 1,Sir Winston Churchill
1645,2007-08,BASKETBALL,,,- Sr. Girls Div. 2,Bishop Grandin
1646,2007-08,BASKETBALL,,,- Sr. Girls Div. 3,Forest Lawn
1647,2007-08,BASKETBALL,,,- Sr. Boys Div. 1,Sir Winston Churchill
1648,2007-08,BASKETBALL,,,- Sr. Boys Div. 2,Notre Dame
1649,2007-08,BASKETBALL,,,- Sr. Boys Div. 3,Father Lacombe
1650,2007-08,BADMINTON,,,Division I,Sir Winston Churchill
1651,2007-08,BADMINTON,,,Division II,John G. Diefenbaker
1652,2007-08,BADMINTON,,,Division III,Queen Elizabeth
1653,2007-08,BOYS SOCCER,,,- Juniors,Sir Winston Churchill
1654,2007-08,BOYS SOCCER,,,- Division 1,Western Canada
1655,2007-08,BOYS SOCCER,,,- Division 2,Notre Dame
1656,2007-08,BOYS SOCCER,,,- Division 3,Bishop O’Byrne
1657,2007-08,FIELD HOCKEY,,,- Juniors,John G. Diefenbaker
1658,2007-08,FIELD HOCKEY,,,- Sr. Girls Div. 1,Sir Winston Churchill
1659,2007-08,FIELD HOCKEY,,,- Sr. Girls Div. 2,St. Mary’s
1660,2007-08,FIELD HOCKEY,,,- Sr. Girls Div. 3,Ernest Manning
1661,2007-08,RUGBY,,,- Girls Div. 1,Western Canada
1662,2007-08,RUGBY,,,- Girls Div. 2,Bowness
1663,2007-08,RUGBY,,,- Girls Div. 3,Ernest Manning
1664,2007-08,RUGBY,,,- Jr. Boys,Henry Wise Wood
1665,2007-08,RUGBY,,,- Sr. Boys Div. 1,Bowness
1666,2007-08,RUGBY,,,- Sr. Boys Div. 2,St. Mary’s
1667,2007-08,RUGBY,,,- Sr. Boys Div. 3,Forest Lawn
1668,2007-08,TRACK & FIELD,,,- Girls Junior,Western Canada
1669,2007-08,TRACK & FIELD,,,- Girls Intermediate,Dr. E.P. Scarlett
1670,2007-08,TRACK & FIELD,,,- Girls Senior,Western Canada
1671,2007-08,TRACK & FIELD,,,- Boys Junior,William Aberhart
1672,2007-08,TRACK & FIELD,,,- Boys Intermediate,Dr. E.P. Scarlett
1673,2007-08,TRACK & FIELD,,,- Boys Senior,Dr. E.P. Scarlett
1674,2008-09,CROSS COUNTRY,,,,Western Canada
1675,2008-09,GIRLS SOCCER,,,Division I,Bishop Carroll
1676,2008-09,GIRLS SOCCER,,,Division II,Central Memorial
1677,2008-09,GIRLS SOCCER,,,Division III,Ernest Manning
1678,2008-09,FOOTBALL,,,Junior Div I,Bishop O’Byrne
1679,2008-09,FOOTBALL,,,Junior Div II,John G. Diefenbaker
1680,2008-09,FOOTBALL,,,Junior Div III,Dr. E.P. Scarlett
1681,2008-09,FOOTBALL,,,Senior Div I,Henry Wise Wood
1682,2008-09,FOOTBALL,,,Senior Div II,John G. Diefenbaker
1683,2008-09,FOOTBALL,,,Senior Div III,Ernest Manning
1684,2008-09,VOLLEYBALL,,,Junior Girls Div I,Dr. E.P. Scarlett
1685,2008-09,VOLLEYBALL,,,Junior Girls Div II,St. Mary’s
1686,2008-09,VOLLEYBALL,,,Junior Girls Div III,Bishop Grandin
1687,2008-09,VOLLEYBALL,,,Junior Boys Div I,Sir Winston Churchill
1688,2008-09,VOLLEYBALL,,,Junior Boys Div II,Dr. E.P. Scarlett
1689,2008-09,VOLLEYBALL,,,Junior Boys Div III,Bishop O’Byrne
1690,2008-09,VOLLEYBALL,,,Senior Girls Div I,Western Canada
1691,2008-09,VOLLEYBALL,,,Senior Girls Div II,Bowness
1692,2008-09,VOLLEYBALL,,,Senior Girls Div III,Notre Dame
1693,2008-09,VOLLEYBALL,,,Senior Boys Div I,Bowness
1694,2008-09,VOLLEYBALL,,,Senior Boys Div II,Bishop Grandin
1695,2008-09,VOLLEYBALL,,,Senior Boys Div III,Bishop O’Byrne
1696,2008-09,WRESTLING,,,Girls,Sir Winston Churchill
1697,2008-09,WRESTLING,,,Boys,John G. Diefenbaker
1698,2008-09,BADMINTON,,,Division I,William Aberhart
1699,2008-09,BADMINTON,,,Division II,John G. Diefenbaker
1700,2008-09,BADMINTON,,,Division III,Notre Dame
1701,2008-09,SWIMMING,,,Team Aggregate,Bishop Carroll
1702,2008-09,DIVING,,,Team Aggregate,Bishop Carroll
1703,2008-09,BASKETBALL,,,Junior Girls Div I,Western Canada
1704,2008-09,BASKETBALL,,,Junior Girls Div II,Bishop O’Byrne
1705,2008-09,BASKETBALL,,,Junior Girls Div III,Notre Dame
1706,2008-09,BASKETBALL,,,Junior Boys Div I,Bishop Grandin
1707,2008-09,BASKETBALL,,,Junior Boys Div II,Dr. E.P. Scarlett
1708,2008-09,BASKETBALL,,,Junior Boys Div III,Father Lacombe
1709,2008-09,BASKETBALL,,,Senior Girls Div I,St. Mary’s
1710,2008-09,BASKETBALL,,,Senior Girls Div II,Bishop O’Byrne
1711,2008-09,BASKETBALL,,,Senior Girls Div III,Bishop McNally
1712,2008-09,BASKETBALL,,,Senior Boys Div I,Sir Winston Churchill
1713,2008-09,BASKETBALL,,,Senior Boys Div II,Bowness
1714,2008-09,BASKETBALL,,,Senior Boys Div III,Ernest Manning
1715,2008-09,BOYS SOCCER,,,Junior Division I,Western Canada
1716,2008-09,BOYS SOCCER,,,Junior Division II,Lester B. Pearson
1717,2008-09,BOYS SOCCER,,,Senior Division I,Western Canada
1718,2008-09,BOYS SOCCER,,,Senior Division II,Notre Dame
1719,2008-09,BOYS SOCCER,,,Senior Division III,Central Memorial
1720,2008-09,FIELD HOCKEY,,,Junior,Western Canada
1721,2008-09,FIELD HOCKEY,,,Senior Division I,Western Canada
1722,2008-09,FIELD HOCKEY,,,Senior Division II,Queen Elizabeth
1723,2008-09,FIELD HOCKEY,,,Senior Division III,Lester B. Pearson
1724,2008-09,RUGBY,,,Girls Division I,Western Canada
1725,2008-09,RUGBY,,,Girls Division II,Sir Winston Churchill
1726,2008-09,RUGBY,,,Girls Division III,Bishop McNally
1727,2008-09,RUGBY,,,Junior Boys,Bowness
1728,2008-09,RUGBY,,,Senior Boys Division I,Bowness
1729,2008-09,RUGBY,,,Senior Boys Division II,Bishop O’Byrne
1730,2008-09,RUGBY,,,Senior Boys Division III,Father Lacombe
1731,2008-09,TRACK & FIELD,,,Junior Girls,Dr. E.P. Scarlett
1732,2008-09,TRACK & FIELD,,,Intermediate Girls,Dr. E.P. Scarlett
1733,2008-09,TRACK & FIELD,,,Senior Girls,Dr. E.P. Scarlett
1734,2008-09,TRACK & FIELD,,,Junior Boys,TIE -- William Aberhart/Western Canada
1735,2008-09,TRACK & FIELD,,,Intermediate Boys,Centennial
1736,2008-09,TRACK & FIELD,,,Senior Boys,Crescent Heights
1737,2009-10,CROSS COUNTRY,,,Junior Girls,Western Canada
1738,2009-10,CROSS COUNTRY,,,Intermediate Girls,William Aberhart
1739,2009-10,CROSS COUNTRY,,,Senior Girls,Western Canada
1740,2009-10,CROSS COUNTRY,,,Junior Boys,Western Canada
1741,2009-10,CROSS COUNTRY,,,Intermediate Boys,Western Canada
1742,2009-10,CROSS COUNTRY,,,Senior Boys,Dr. E.P. Scarlett
1743,2009-10,GIRLS SOCCER,,,Division I,St. Francis
1744,2009-10,GIRLS SOCCER,,,Division II,Central Memorial
1745,2009-10,GIRLS SOCCER,,,Division III,Bishop McNally
1746,2009-10,FOOTBALL,,,Junior Div I,Bishop O’Byrne
1747,2009-10,FOOTBALL,,,Junior Div II,Bishop Grandin
1748,2009-10,FOOTBALL,,,Junio Div III,William Aberhart
1749,2009-10,FOOTBALL,,,Senior Div I,Notre Dame
1750,2009-10,FOOTBALL,,,Senior Div II,Western Canada
1751,2009-10,FOOTBALL,,,Senior Div III,William Aberahrt
1752,2009-10,VOLLEYBALL,,,Junior Girls Div I,Western Canada
1753,2009-10,VOLLEYBALL,,,Junior Girls Div II,Lord Beaverbrook
1754,2009-10,VOLLEYBALL,,,Junior Girls Div III,Father Lacombe
1755,2009-10,VOLLEYBALL,,,Junior Boys Div I,Bishop McNally
1756,2009-10,VOLLEYBALL,,,Junior Boys Div II,John G. Diefenbaker
1757,2009-10,VOLLEYBALL,,,Junior Boys Div III,Crescent Heights
1758,2009-10,VOLLEYBALL,,,Senior Girls Div I,William Aberhart
1759,2009-10,VOLLEYBALL,,,Senior Girls Div II,Bishop Grandin
1760,2009-10,VOLLEYBALL,,,Senior Girls Div III,Crescent Heights
1761,2009-10,VOLLEYBALL,,,Senior Boys Div I,Western Canada
1762,2009-10,VOLLEYBALL,,,Senior Boys Div II,Lester B. Pearson
1763,2009-10,VOLLEYBALL,,,Senior Boys Div III,Ernest Manning
1764,2009-10,WRESTLING,,,Girls,Sir Winston Churchill
1765,2009-10,WRESTLING,,,Boys,Bowness
1766,2009-10,BADMINTON,,,Division I,William Aberhart
1767,2009-10,BADMINTON,,,Division II,Henry Wise Wood
1768,2009-10,BADMINTON,,,Division III,Queen Elizabeth
1769,2009-10,BADMINTON,,,A Level,TIE -- Western Canada/Henry Wise Wood
1770,2009-10,SWIMMING,,,Team Aggregate,Western Canada
1771,2009-10,DIVING,,,Team Aggregate,Bishop Carroll
1772,2009-10,BASKETBALL,,,Junior Girls Div I,Western Canada
1773,2009-10,BASKETBALL,,,Junior Girls Div II,Bishop O`Byrne
1774,2009-10,BASKETBALL,,,Junior Girls Div III,St. Timothy
1775,2009-10,BASKETBALL,,,Junior Boys Div I,Bishop McNally
1776,2009-10,BASKETBALL,,,Junior Boys Div II,John G. Diefenbaker
1777,2009-10,BASKETBALL,,,Junior Boys Div III,Crescent Heights
1778,2009-10,BASKETBALL,,,Senior Girls Div I,St. Francis
1779,2009-10,BASKETBALL,,,Senior Girls Div II,Bishop Grandin
1780,2009-10,BASKETBALL,,,Senior Girls Div III,Crescent Heights
1781,2009-10,BASKETBALL,,,Senior Boys Div I,Western Canada
1782,2009-10,BASKETBALL,,,Senior Boys Div II,Lester B. Pearson
1783,2009-10,BASKETBALL,,,Senior Boys Div III,Ernest Manning
1784,2009-10,BOYS SOCCER,,,Junior Div I,Notre Dame
1785,2009-10,BOYS SOCCER,,,Junior Div II,John G. Diefenbaker
1786,2009-10,BOYS SOCCER,,,Senior Div I,Bishop Grandin
1787,2009-10,BOYS SOCCER,,,Senior Div II,John G. Diefenbaker
1788,2009-10,BOYS SOCCER,,,Senior Div III,Lester B. Pearson
1789,2009-10,FIELD HOCKEY,,,Junior-,Queen Elizabeth
1790,2009-10,FIELD HOCKEY,,,Senior Div I,Central Memorial
1791,2009-10,FIELD HOCKEY,,,Senior Div II,Henry Wise Wood
1792,2009-10,FIELD HOCKEY,,,Senior Div III,Bishop O’Byrne
1793,2009-10,RUGBY,,,Girls Div I,Western Canada
1794,2009-10,RUGBY,,,Girls Div II,Centennial
1795,2009-10,RUGBY,,,Girls Div III,Lester B. Pearson
1796,2009-10,RUGBY,,,Junior Boys,Central Memorial
1797,2009-10,RUGBY,,,Senior Boys Div I,Bowness
1798,2009-10,RUGBY,,,Senior Boys Div II,Centennial
1799,2009-10,RUGBY,,,Senior Boys Div III,Ernest Manning
1800,2009-10,TRACK & FIELD,,,Junior Girls,Dr. E.P. Scarlett
1801,2009-10,TRACK & FIELD,,,Intermediate Girls,Crescent Heights
1802,2009-10,TRACK & FIELD,,,Senior Girls,Dr. E.P. Scarlett
1803,2009-10,TRACK & FIELD,,,Junior Boys,Ernest Manning
1804,2009-10,TRACK & FIELD,,,Intermediate Boys,William Aberhart
1805,2009-10,TRACK & FIELD,,,Senior Boys,Western Canada
1806,2010-11,CROSS COUNTRY,,,Junior Girls,Western Canada
1807,2010-11,CROSS COUNTRY,,,Intermediate Girls,St. Francis
1808,2010-11,CROSS COUNTRY,,,Senior Girls,William Aberhart
1809,2010-11,CROSS COUNTRY,,,Junior Boys,Bishop Carroll
1810,2010-11,CROSS COUNTRY,,,Intermediate Boys,Sir Winston Churchill
1811,2010-11,CROSS COUNTRY,,,Senior Boys,Western Canada
1812,2010-11,GIRLS SOCCER,,,Division I,Bishop Carroll
1813,2010-11,GIRLS SOCCER,,,Division II,Bishop O’Byrne
1814,2010-11,GIRLS SOCCER,,,Division III,Ernest Manning
1815,2010-11,FOOTBALL,,,Junior Div I,Notre Dame
1816,2010-11,FOOTBALL,,,Junior Div II,Central Memorial
1817,2010-11,FOOTBALL,,,Junio Div III,St. Mary’s
1818,2010-11,FOOTBALL,,,Senior Div I,Notre Dame
1819,2010-11,FOOTBALL,,,Senior Div II,St. Mary’s
1820,2010-11,FOOTBALL,,,Senior Div III,Dr. E.P. Scarlett
1821,2010-11,VOLLEYBALL,,,Junior Girls Div I,William Aberhart
1822,2010-11,VOLLEYBALL,,,Junior Girls Div II,Dr. E.P. Scarlett
1823,2010-11,VOLLEYBALL,,,Junior Girls Div III,Bishop McNally
1824,2010-11,VOLLEYBALL,,,Junior Boys Div I,Sir Winston Churchill
1825,2010-11,VOLLEYBALL,,,Junior Boys Div II,St. Francis
1826,2010-11,VOLLEYBALL,,,Junior Boys Div III,Crescent Heights
1827,2010-11,VOLLEYBALL,,,Senior Girls Div I,Western Canada
1828,2010-11,VOLLEYBALL,,,Senior Girls Div II,Bishop O’Byrne
1829,2010-11,VOLLEYBALL,,,Senior Girls Div III,Queen Elizabeth
1830,2010-11,VOLLEYBALL,,,Senior Boys Div I,Western Canada
1831,2010-11,VOLLEYBALL,,,Senior Boys Div II,Central Memorial
1832,2010-11,VOLLEYBALL,,,Senior Boys Div III,Ernest Manning
1833,2010-11,WRESTLING,,,Girls,Sir Winston Churchill
1834,2010-11,WRESTLING,,,Boys,Bowness
1835,2010-11,BADMINTON,,,Division I,William Aberhart
1836,2010-11,BADMINTON,,,Division II,Henry Wise Wood
1837,2010-11,BADMINTON,,,Division III,Queen Elizabeth
1838,2010-11,BADMINTON,,,A Level,Western Canada
1839,2010-11,SWIMMING,,,Team Aggregate,Western Canada
1840,2010-11,DIVING,,,Team Aggregate,Sir Winston Churchill
1841,2010-11,BASKETBALL,,,Junior Girls Div I,Bishop O’Byrne
1842,2010-11,BASKETBALL,,,Junior Girls Div II,Bowness
1843,2010-11,BASKETBALL,,,Junior Girls Div III,Father Lacombe
1844,2010-11,BASKETBALL,,,Junior Boys Div I,Bishop Grandin
1845,2010-11,BASKETBALL,,,Junior Boys Div II,Sir Winston Churchill
1846,2010-11,BASKETBALL,,,Junior Boys Div III,Crescent Heights
1847,2010-11,BASKETBALL,,,Senior Girls Div I,Centennial
1848,2010-11,BASKETBALL,,,Senior Girls Div II,Crescent Heights
1849,2010-11,BASKETBALL,,,Senior Girls Div III,Ernest Manning
1850,2010-11,BASKETBALL,,,Senior Boys Div I,Bishop Grandin
1851,2010-11,BASKETBALL,,,Senior Boys Div II,Bowness
1852,2010-11,BASKETBALL,,,Senior Boys Div III,James Fowler
1853,2010-11,BOYS SOCCER,,,Junior Div I,Western Canada
1854,2010-11,BOYS SOCCER,,,Junior Div II,William Aberhart
1855,2010-11,BOYS SOCCER,,,Senior Div I,Dr. E.P. Scarlett
1856,2010-11,BOYS SOCCER,,,Senior Div II,St. Mary’s
1857,2010-11,BOYS SOCCER,,,Senior Div III,Bowness
1858,2010-11,FIELD HOCKEY,,,Junior-,Dr. E.P. Scarlett
1859,2010-11,FIELD HOCKEY,,,Senior Div I,John G. Diefenbaker
1860,2010-11,FIELD HOCKEY,,,Senior Div II,Notre Dame
1861,2010-11,FIELD HOCKEY,,,Senior Div III,James Fowler
1862,2010-11,RUGBY,,,Girls Div I,Centennial
1863,2010-11,RUGBY,,,Girls Div II,St. Mary’s
1864,2010-11,RUGBY,,,Girls Div III,Bishop Grandin
1865,2010-11,RUGBY,,,Junior Boys Div I,Henry Wise Wood
1866,2010-11,RUGBY,,,Junior Boys Div II,Western Canada
1867,2010-11,RUGBY,,,Senior Boys Div I,Bowness
1868,2010-11,RUGBY,,,Senior Boys Div II,Sir Winston Churchill
1869,2010-11,RUGBY,,,Senior Boys Div III,Queen Elizabeth
1870,2010-11,TRACK & FIELD,,,Junior Girls,Crescent Heights
1871,2010-11,TRACK & FIELD,,,Intermediate Girls,Dr. E.P. Scarlett
1872,2010-11,TRACK & FIELD,,,Senior Girls,William Aberhart
1873,2010-11,TRACK & FIELD,,,Junior Boys,Henry Wise Wood
1874,2010-11,TRACK & FIELD,,,Intermediate Boys,Crescent Heights
1875,2010-11,TRACK & FIELD,,,Senior Boys,Crescent Heights
